Date,Open,High,Low,Close,Adj Close,Volume
#########,466.83,471.1,466.83,469.5,469.5,366110000
#########,469.5,470.04,468.02,468.45,468.45,329580000
#########,468.41,468.64,464.8,466.21,466.21,304400000
#########,466.21,466.87,464.54,466.07,466.07,305670000
#########,466.06,466.64,464.38,465.36,465.36,289600000
#########,465.36,467.82,463.27,463.27,463.27,301440000
#########,463.27,464.49,462.05,464.2,464.2,260310000
#########,464.2,464.32,462.65,464.3,464.3,284530000
#########,464.3,464.61,463.36,464.61,464.61,279830000
#########,464.52,468.76,464.52,467.73,467.73,301220000
#########,467.72,468.2,467.37,467.83,467.83,270570000
11/1/1993,467.83,469.11,467.33,469.1,469.1,256030000
11/2/1993,469.1,469.1,466.2,468.44,468.44,304780000
11/3/1993,468.44,468.61,460.95,463.02,463.02,342110000
11/4/1993,463.02,463.16,457.26,457.49,457.49,323430000
11/5/1993,457.49,459.63,454.36,459.57,459.57,336890000
11/8/1993,459.57,461.54,458.78,460.21,460.21,234340000
11/9/1993,460.21,463.42,460.21,460.33,460.33,276360000
#########,460.4,463.72,459.57,463.72,463.72,283450000
#########,463.72,464.96,462.49,462.64,462.64,283820000
#########,462.64,465.84,462.64,465.39,465.39,326240000
#########,465.39,466.13,463.01,463.75,463.75,251030000
#########,463.75,466.74,462.97,466.74,466.74,303980000
#########,466.74,467.24,462.73,464.81,464.81,316940000
#########,464.83,464.88,461.73,463.62,463.62,313490000
#########,463.59,463.6,460.03,462.6,462.6,302970000
#########,462.6,462.6,457.08,459.13,459.13,280130000
#########,459.13,461.77,458.47,461.03,461.03,260400000
#########,461.03,462.9,461.03,462.36,462.36,230630000
#########,462.36,463.63,462.36,463.06,463.06,90220000
#########,463.06,464.83,461.83,461.9,461.9,272710000
#########,461.9,463.62,460.45,461.79,461.79,286660000
12/1/1993,461.93,464.47,461.63,461.89,461.89,293870000
12/2/1993,461.89,463.22,461.45,463.11,463.11,256370000
12/3/1993,463.13,464.89,462.67,464.89,464.89,268360000
12/6/1993,464.89,466.89,464.4,466.43,466.43,292370000
12/7/1993,466.43,466.77,465.44,466.76,466.76,285690000
12/8/1993,465.88,466.73,465.42,466.29,466.29,314460000
12/9/1993,466.29,466.54,463.87,464.18,464.18,287570000
#########,464.18,464.87,462.66,463.93,463.93,245620000
#########,463.93,465.71,462.71,465.7,465.7,256580000
#########,465.73,466.12,462.46,463.06,463.06,275050000
#########,463.06,463.69,461.84,461.84,461.84,331770000
#########,461.86,463.98,461.86,463.34,463.34,284620000
#########,463.34,466.38,463.34,466.38,466.38,363750000
#########,466.38,466.9,465.53,465.85,465.85,255900000
#########,465.84,465.92,464.03,465.3,465.3,273370000
#########,465.08,467.38,465.08,467.32,467.32,272440000
#########,467.3,468.97,467.3,467.38,467.38,227240000
#########,467.4,470.55,467.35,470.54,470.54,171200000
#########,470.61,471.05,469.43,470.94,470.94,200960000
#########,470.88,471.29,469.87,470.58,470.58,269570000
#########,470.58,470.58,468.09,468.64,468.64,195860000
#########,468.66,470.75,466.45,466.45,466.45,168590000
1/3/1994,466.51,466.94,464.36,465.44,465.44,270140000
1/4/1994,465.44,466.89,464.44,466.89,466.89,326600000
1/5/1994,466.89,467.82,465.92,467.55,467.55,400030000
1/6/1994,467.55,469,467.02,467.12,467.12,365960000
1/7/1994,467.09,470.26,467.03,469.9,469.9,324920000
1/10/1994,469.9,475.27,469.55,475.27,475.27,319490000
1/11/1994,475.27,475.28,473.27,474.13,474.13,305490000
1/12/1994,474.13,475.06,472.14,474.17,474.17,310690000
1/13/1994,474.17,474.17,471.8,472.47,472.47,277970000
1/14/1994,472.5,475.32,472.5,474.91,474.91,304920000
1/17/1994,474.91,474.91,472.84,473.3,473.3,233980000
1/18/1994,473.3,475.19,473.29,474.25,474.25,308840000
1/19/1994,474.25,474.7,472.21,474.3,474.3,311370000
1/20/1994,474.3,475,473.42,474.98,474.98,310450000
1/21/1994,474.98,475.56,473.72,474.72,474.72,346350000
1/24/1994,474.72,475.2,471.49,471.97,471.97,296900000
1/25/1994,471.97,472.56,470.27,470.92,470.92,326120000
1/26/1994,470.92,473.44,470.72,473.2,473.2,304660000
1/27/1994,473.2,477.52,473.2,477.05,477.05,346500000
1/28/1994,477.05,479.75,477.05,478.7,478.7,313140000
1/31/1994,478.7,482.85,478.7,481.61,481.61,322870000
2/1/1994,481.6,481.64,479.18,479.62,479.62,322510000
2/2/1994,479.62,482.23,479.57,482,482,328960000
2/3/1994,481.96,481.96,478.71,480.71,480.71,318350000
2/4/1994,480.68,481.02,469.28,469.81,469.81,378380000
2/7/1994,469.81,472.09,467.57,471.76,471.76,348270000
2/8/1994,471.76,472.33,469.5,471.05,471.05,318180000
2/9/1994,471.05,473.41,471.05,472.77,472.77,332670000
2/10/1994,472.81,473.13,468.91,468.93,468.93,327250000
2/11/1994,468.93,471.13,466.89,470.18,470.18,213740000
2/14/1994,470.18,471.99,469.05,470.23,470.23,263190000
2/15/1994,470.23,473.41,470.23,472.52,472.52,306790000
2/16/1994,472.53,474.16,471.94,472.79,472.79,295450000
2/17/1994,472.79,475.12,468.44,470.34,470.34,340030000
2/18/1994,470.29,471.09,466.07,467.69,467.69,293210000
2/22/1994,467.69,471.65,467.58,471.46,471.46,270900000
2/23/1994,471.48,472.41,469.47,470.69,470.69,309910000
2/24/1994,470.65,470.65,464.26,464.26,464.26,342940000
2/25/1994,464.33,466.48,464.33,466.07,466.07,273680000
2/28/1994,466.07,469.16,466.07,467.14,467.14,268690000
3/1/1994,467.19,467.43,462.02,464.44,464.44,304450000
3/2/1994,464.4,464.87,457.49,464.81,464.81,361130000
3/3/1994,464.81,464.83,462.5,463.01,463.01,291790000
3/4/1994,463.03,466.16,462.41,464.74,464.74,311850000
3/7/1994,464.74,468.07,464.74,466.91,466.91,285590000
3/8/1994,466.92,467.79,465.02,465.88,465.88,298110000
3/9/1994,465.94,467.42,463.4,467.06,467.06,309810000
3/10/1994,467.08,467.29,462.46,463.9,463.9,369370000
3/11/1994,463.86,466.61,462.54,466.44,466.44,303890000
3/14/1994,466.44,467.6,466.08,467.39,467.39,260150000
3/15/1994,467.39,468.99,466.04,467.01,467.01,303750000
3/16/1994,467.04,469.85,465.48,469.42,469.42,307640000
3/17/1994,469.42,471.05,468.62,470.9,470.9,303930000
3/18/1994,470.89,471.09,467.83,471.06,471.06,462240000
3/21/1994,471.06,471.06,467.23,468.54,468.54,247380000
3/22/1994,468.4,470.47,467.88,468.8,468.8,282240000
3/23/1994,468.89,470.38,468.52,468.54,468.54,281500000
3/24/1994,468.57,468.57,462.41,464.35,464.35,303740000
3/25/1994,464.35,465.29,460.58,460.58,460.58,249640000
3/28/1994,460.58,461.12,456.1,460,460,287350000
3/29/1994,460,460.32,452.43,452.48,452.48,305360000
3/30/1994,452.48,452.49,445.55,445.55,445.55,390520000
3/31/1994,445.55,447.16,436.16,445.77,445.77,403580000
4/4/1994,445.66,445.66,435.86,438.92,438.92,344390000
4/5/1994,439.14,448.29,439.14,448.29,448.29,365990000
4/6/1994,448.29,449.63,444.98,448.05,448.05,302000000
4/7/1994,448.11,451.1,446.38,450.88,450.88,289280000
4/8/1994,450.89,450.89,445.51,447.1,447.1,264090000
4/11/1994,447.12,450.34,447.1,449.87,449.87,243180000
4/12/1994,449.83,450.8,447.33,447.57,447.57,257990000
4/13/1994,447.63,448.57,442.62,446.26,446.26,278030000
4/14/1994,446.26,447.55,443.57,446.38,446.38,275130000
4/15/1994,446.38,447.85,445.81,446.18,446.18,309550000
4/18/1994,446.27,447.87,441.48,442.46,442.46,271470000
4/19/1994,442.54,444.82,438.83,442.54,442.54,323280000
4/20/1994,442.54,445.01,439.4,441.96,441.96,366540000
4/21/1994,441.96,449.14,441.96,448.73,448.73,378770000
4/22/1994,448.73,449.96,447.16,447.63,447.63,295710000
4/25/1994,447.64,452.71,447.58,452.71,452.71,262320000
4/26/1994,452.71,452.79,450.66,451.87,451.87,288120000
4/28/1994,451.84,452.23,447.97,449.1,449.1,325200000
4/29/1994,449.07,451.35,447.91,450.91,450.91,293970000
5/2/1994,450.91,453.57,449.05,453.02,453.02,296130000
5/3/1994,453.06,453.98,450.51,453.03,453.03,288270000
5/4/1994,453.04,453.11,449.87,451.72,451.72,267940000
5/5/1994,451.72,452.82,450.72,451.38,451.38,255690000
5/6/1994,451.37,451.37,445.64,447.82,447.82,291910000
5/9/1994,447.82,447.82,441.84,442.32,442.32,250870000
5/10/1994,442.37,446.84,442.37,446.01,446.01,297660000
5/11/1994,446.03,446.03,440.78,441.49,441.49,277400000
5/12/1994,441.5,444.8,441.5,443.75,443.75,272770000
5/13/1994,443.62,444.72,441.21,444.14,444.14,252070000
5/16/1994,444.15,445.82,443.62,444.49,444.49,234700000
5/17/1994,444.49,449.37,443.7,449.37,449.37,311280000
5/18/1994,449.39,454.45,448.87,453.69,453.69,337670000
5/19/1994,453.69,456.88,453,456.48,456.48,303680000
5/20/1994,456.48,456.48,454.22,454.92,454.92,295180000
5/23/1994,454.92,454.92,451.79,453.2,453.2,249420000
5/24/1994,453.21,456.77,453.21,454.81,454.81,280040000
5/25/1994,454.84,456.34,452.2,456.34,456.34,254420000
5/26/1994,456.33,457.77,455.79,457.06,457.06,255740000
5/27/1994,457.03,457.33,454.67,457.33,457.33,186430000
5/31/1994,457.32,457.61,455.16,456.5,456.5,216700000
6/1/1994,456.5,458.29,453.99,457.63,457.63,279910000
6/2/1994,457.62,458.5,457.26,457.65,457.65,271630000
6/3/1994,457.65,460.86,456.27,460.13,460.13,271490000
6/6/1994,460.13,461.87,458.85,458.88,458.88,259080000
6/7/1994,458.88,459.46,457.65,458.21,458.21,234680000
6/8/1994,458.21,459.74,455.43,457.06,457.06,256000000
6/9/1994,457.06,457.87,455.86,457.86,457.86,252870000
6/10/1994,457.86,459.48,457.36,458.67,458.67,222480000
6/13/1994,458.67,459.36,457.18,459.1,459.1,243640000
6/14/1994,459.1,462.52,459.1,462.37,462.37,288550000
6/15/1994,462.38,463.23,459.95,460.61,460.61,269740000
6/16/1994,460.61,461.93,459.8,461.93,461.93,256390000
6/17/1994,461.93,462.16,458.44,458.45,458.45,373450000
6/20/1994,458.45,458.45,454.46,455.48,455.48,229520000
6/21/1994,455.48,455.48,449.45,451.34,451.34,298730000
6/22/1994,451.4,453.91,451.4,453.09,453.09,251110000
6/23/1994,453.09,454.16,449.43,449.63,449.63,256480000
6/24/1994,449.63,449.63,442.51,442.8,442.8,261260000
6/27/1994,442.78,447.76,439.83,447.31,447.31,250080000
6/28/1994,447.36,448.47,443.08,446.07,446.07,267740000
6/29/1994,446.05,449.83,446.04,447.63,447.63,264430000
6/30/1994,447.63,448.61,443.66,444.27,444.27,293410000
7/1/1994,444.27,446.45,443.58,446.2,446.2,199030000
7/5/1994,446.2,447.62,445.14,446.37,446.37,195410000
7/6/1994,446.29,447.28,444.18,446.13,446.13,236230000
7/7/1994,446.15,448.64,446.15,448.38,448.38,259740000
7/8/1994,448.38,449.75,446.53,449.55,449.55,236520000
7/11/1994,449.56,450.24,445.27,448.06,448.06,222970000
7/12/1994,448.02,448.16,444.65,447.95,447.95,252250000
7/13/1994,448.03,450.06,447.97,448.73,448.73,265840000
7/14/1994,448.73,454.33,448.73,453.41,453.41,322330000
7/15/1994,453.28,454.33,452.8,454.16,454.16,275860000
7/18/1994,454.41,455.71,453.26,455.22,455.22,227460000
7/19/1994,455.22,455.3,453.86,453.86,453.86,251530000
7/20/1994,453.89,454.16,450.69,451.6,451.6,267840000
7/21/1994,451.6,453.22,451,452.61,452.61,292120000
7/22/1994,452.61,454.03,452.33,453.11,453.11,261600000
7/25/1994,453.1,454.32,452.76,454.25,454.25,213470000
7/26/1994,454.25,454.25,452.78,453.36,453.36,232670000
7/27/1994,453.36,453.38,451.36,452.57,452.57,251680000
7/28/1994,452.57,454.93,452.3,454.24,454.24,245990000
7/29/1994,454.25,459.33,454.25,458.26,458.26,269560000
8/1/1994,458.28,461.01,458.08,461.01,461.01,258180000
8/2/1994,461.01,462.77,459.7,460.56,460.56,294740000
8/3/1994,460.65,461.46,459.51,461.45,461.45,283840000
8/4/1994,461.45,461.49,458.4,458.4,458.4,289150000
8/5/1994,458.34,458.34,456.08,457.09,457.09,230270000
8/8/1994,457.08,458.3,457.01,457.89,457.89,217680000
8/9/1994,457.89,458.16,456.66,457.92,457.92,259140000
8/10/1994,457.98,460.48,457.98,460.3,460.3,279500000
8/11/1994,460.31,461.41,456.88,458.88,458.88,275690000
8/12/1994,458.88,462.27,458.88,461.94,461.94,249280000
8/15/1994,461.97,463.34,461.21,461.23,461.23,223210000
8/16/1994,461.22,465.2,459.89,465.01,465.01,306640000
8/17/1994,465.11,465.91,464.57,465.17,465.17,309250000
8/18/1994,465.1,465.1,462.3,463.17,463.17,287330000
8/19/1994,463.25,464.37,461.81,463.68,463.68,276630000
8/22/1994,463.61,463.61,461.46,462.32,462.32,235870000
8/23/1994,462.39,466.58,462.39,464.51,464.51,307240000
8/24/1994,464.51,469.05,464.51,469.03,469.03,310510000
8/25/1994,469.07,470.12,467.64,468.08,468.08,284230000
8/26/1994,468.08,474.65,468.08,473.8,473.8,305120000
8/29/1994,473.89,477.14,473.89,474.59,474.59,266080000
8/30/1994,474.59,476.61,473.56,476.07,476.07,294520000
8/31/1994,476.07,477.59,474.43,475.49,475.49,354650000
9/1/1994,475.49,475.49,471.74,473.17,473.17,282830000
9/2/1994,473.2,474.89,470.67,470.99,470.99,216150000
9/6/1994,471,471.92,469.64,471.86,471.86,199670000
9/7/1994,471.86,472.41,470.2,470.99,470.99,290330000
9/8/1994,470.96,473.4,470.86,473.14,473.14,295010000
9/9/1994,473.13,473.13,466.55,468.18,468.18,293360000
9/12/1994,468.18,468.42,466.15,466.21,466.21,244680000
9/13/1994,466.27,468.76,466.27,467.51,467.51,293370000
9/14/1994,467.55,468.86,466.82,468.8,468.8,297480000
9/15/1994,468.8,474.81,468.79,474.81,474.81,281920000
9/16/1994,474.81,474.81,470.06,471.19,471.19,410750000
9/19/1994,471.21,473.15,470.68,470.85,470.85,277110000
9/20/1994,470.83,470.83,463.36,463.36,463.36,326050000
9/21/1994,463.42,464.01,458.47,461.46,461.46,351830000
9/22/1994,461.45,463.22,460.96,461.27,461.27,305210000
9/23/1994,461.27,462.14,459.01,459.67,459.67,300060000
9/26/1994,459.65,460.87,459.31,460.82,460.82,272530000
9/27/1994,460.82,462.75,459.83,462.05,462.05,290330000
9/28/1994,462.1,465.55,462.1,464.84,464.84,330020000
9/29/1994,464.84,464.84,461.51,462.24,462.24,302280000
9/30/1994,462.27,465.3,461.91,462.71,462.71,291900000
10/3/1994,462.69,463.31,460.33,461.74,461.74,269130000
10/4/1994,461.77,462.46,454.03,454.59,454.59,325620000
10/5/1994,454.59,454.59,449.27,453.52,453.52,359670000
10/6/1994,453.52,454.49,452.13,452.36,452.36,272620000
10/7/1994,452.37,455.67,452.13,455.1,455.1,284230000
#########,455.12,459.29,455.12,459.04,459.04,213110000
#########,459.04,466.34,459.04,465.79,465.79,355540000
#########,465.78,466.7,464.79,465.47,465.47,269550000
#########,465.56,471.3,465.56,467.79,467.79,337900000
#########,467.78,469.53,466.11,469.1,469.1,251770000
#########,469.11,469.88,468.16,468.96,468.96,238490000
#########,469.02,469.19,466.54,467.66,467.66,259730000
#########,467.69,471.43,465.96,470.28,470.28,317030000
#########,470.37,470.37,465.39,466.85,466.85,331460000
#########,466.69,466.69,463.83,464.89,464.89,315310000
#########,464.89,466.37,460.8,460.83,460.83,282800000
#########,460.83,461.95,458.26,461.53,461.53,326110000
#########,461.55,463.77,461.22,462.62,462.62,322570000
#########,462.68,465.85,462.62,465.85,465.85,327790000
#########,465.84,473.78,465.8,473.77,473.77,381450000
#########,473.76,474.74,472.33,472.35,472.35,302820000
11/1/1994,472.26,472.26,467.64,468.42,468.42,314940000
11/2/1994,468.41,470.92,466.36,466.51,466.51,331360000
11/3/1994,466.5,468.64,466.4,467.91,467.91,285170000
11/4/1994,467.96,469.28,462.28,462.28,462.28,280560000
11/7/1994,462.31,463.56,461.25,463.07,463.07,255030000
11/8/1994,463.08,467.54,463.07,465.65,465.65,290860000
11/9/1994,465.65,469.95,463.46,465.4,465.4,337780000
#########,465.4,467.79,463.73,464.37,464.37,280910000
#########,464.17,464.17,461.45,462.35,462.35,220800000
#########,462.44,466.29,462.35,466.04,466.04,260380000
#########,466.04,468.51,462.95,465.03,465.03,336450000
#########,465.06,466.25,464.28,465.62,465.62,296980000
#########,465.71,465.83,461.47,463.57,463.57,323190000
#########,463.6,463.84,460.25,461.47,461.47,356730000
#########,461.69,463.41,457.55,458.3,458.3,293030000
#########,457.95,458.03,450.08,450.09,450.09,387270000
#########,450.01,450.61,444.18,449.93,449.93,430760000
#########,449.94,452.87,449.94,452.29,452.29,118290000
#########,452.26,454.19,451.04,454.16,454.16,265480000
#########,454.23,455.17,452.14,455.17,455.17,286620000
#########,455.17,457.13,453.27,453.69,453.69,298650000
12/1/1994,453.55,453.91,447.97,448.92,448.92,285920000
12/2/1994,448.92,453.31,448,453.3,453.3,284750000
12/5/1994,453.3,455.04,452.06,453.32,453.32,258490000
12/6/1994,453.29,453.93,450.35,453.11,453.11,298930000
12/7/1994,453.11,453.11,450.01,451.23,451.23,283490000
12/8/1994,451.23,452.06,444.59,445.45,445.45,362290000
12/9/1994,445.45,446.98,442.88,446.96,446.96,336440000
#########,446.95,449.48,445.62,449.47,449.47,285730000
#########,449.52,451.69,449.43,450.15,450.15,307110000
#########,450.05,456.16,450.05,454.97,454.97,355000000
#########,454.97,456.84,454.5,455.34,455.34,332790000
#########,455.35,458.8,455.35,458.8,458.8,481860000
#########,458.78,458.78,456.64,457.91,457.91,271850000
#########,458.08,458.45,456.37,457.1,457.1,326530000
#########,457.24,461.7,457.17,459.61,459.61,379130000
#########,459.62,461.21,459.33,459.68,459.68,340330000
#########,459.7,461.32,459.39,459.83,459.83,196540000
#########,459.85,462.73,459.85,462.47,462.47,211180000
#########,462.47,462.49,459,460.86,460.86,246260000
#########,460.92,461.81,460.36,461.17,461.17,250650000
#########,461.17,462.12,459.24,459.27,459.27,256260000
1/3/1995,459.21,459.27,457.2,459.11,459.11,262450000
1/4/1995,459.13,460.72,457.56,460.71,460.71,319510000
1/5/1995,460.73,461.3,459.75,460.34,460.34,309050000
1/6/1995,460.38,462.49,459.47,460.68,460.68,308070000
1/9/1995,460.67,461.77,459.74,460.83,460.83,278790000
1/10/1995,460.9,464.59,460.9,461.68,461.68,352450000
1/11/1995,461.68,463.61,458.65,461.66,461.66,346310000
1/12/1995,461.64,461.93,460.63,461.64,461.64,313040000
1/13/1995,461.64,466.43,461.64,465.97,465.97,336740000
1/16/1995,465.97,470.39,465.97,469.38,469.38,315810000
1/17/1995,469.38,470.15,468.19,470.05,470.05,331520000
1/18/1995,470.05,470.43,468.03,469.71,469.71,344660000
1/19/1995,469.72,469.72,466.4,466.95,466.95,297220000
1/20/1995,466.95,466.99,463.99,464.78,464.78,378190000
1/23/1995,464.78,466.23,461.14,465.82,465.82,325830000
1/24/1995,465.81,466.88,465.47,465.86,465.86,315430000
1/25/1995,465.86,469.51,464.4,467.44,467.44,342610000
1/26/1995,467.44,468.62,466.9,468.32,468.32,304730000
1/27/1995,468.32,471.36,468.32,470.39,470.39,339510000
1/30/1995,470.39,470.52,467.49,468.51,468.51,318550000
1/31/1995,468.51,471.03,468.18,470.42,470.42,411590000
2/1/1995,470.42,472.75,469.29,470.4,470.4,395310000
2/2/1995,470.4,472.79,469.95,472.79,472.79,322110000
2/3/1995,472.78,479.91,472.78,478.65,478.65,441000000
2/6/1995,478.64,481.95,478.36,481.14,481.14,325660000
2/7/1995,481.14,481.32,479.69,480.81,480.81,314660000
2/8/1995,480.81,482.6,480.4,481.19,481.19,318430000
2/9/1995,481.19,482,479.91,480.19,480.19,325570000
2/10/1995,480.19,481.96,479.53,481.46,481.46,295600000
2/13/1995,481.46,482.86,481.07,481.65,481.65,256270000
2/14/1995,481.65,482.94,480.89,482.55,482.55,300720000
2/15/1995,482.55,485.54,481.77,484.54,484.54,378040000
2/16/1995,484.56,485.22,483.05,485.22,485.22,360990000
2/17/1995,485.15,485.22,481.97,481.97,481.97,347970000
2/21/1995,481.95,483.26,481.94,482.72,482.72,308090000
2/22/1995,482.74,486.15,482.45,485.07,485.07,339460000
2/23/1995,485.07,489.19,485.07,486.91,486.91,394280000
2/24/1995,486.82,488.28,485.7,488.11,488.11,302930000
2/27/1995,488.26,488.26,483.18,483.81,483.81,285790000
2/28/1995,483.81,487.44,483.77,487.39,487.39,317220000
3/1/1995,487.39,487.83,484.92,485.65,485.65,362600000
3/2/1995,485.65,485.71,483.19,485.13,485.13,330030000
3/3/1995,485.13,485.42,483.07,485.42,485.42,330840000
3/6/1995,485.42,485.7,481.52,485.63,485.63,298870000
3/7/1995,485.63,485.63,479.7,482.12,482.12,355550000
3/8/1995,482.12,484.08,481.57,483.14,483.14,349780000
3/9/1995,483.14,483.74,482.05,483.16,483.16,319320000
3/10/1995,483.16,490.37,483.16,489.57,489.57,382940000
3/13/1995,489.57,491.28,489.35,490.05,490.05,275280000
3/14/1995,490.05,493.69,490.05,492.89,492.89,346160000
3/15/1995,492.89,492.89,490.83,491.88,491.88,309540000
3/16/1995,491.87,495.74,491.78,495.41,495.41,336670000
3/17/1995,495.43,496.67,494.95,495.52,495.52,417380000
3/20/1995,495.52,496.61,495.27,496.14,496.14,301740000
3/21/1995,496.15,499.19,494.04,495.07,495.07,367110000
3/22/1995,495.07,495.67,493.67,495.67,495.67,313120000
3/23/1995,495.67,496.77,494.19,495.95,495.95,318530000
3/24/1995,496.07,500.97,496.07,500.97,500.97,358370000
3/27/1995,500.97,503.2,500.93,503.2,503.2,296270000
3/28/1995,503.19,503.91,501.83,503.9,503.9,320360000
3/29/1995,503.92,508.15,500.96,503.12,503.12,385940000
3/30/1995,503.17,504.66,501,502.22,502.22,362940000
3/31/1995,501.94,502.22,495.7,500.71,500.71,353060000
4/3/1995,500.7,501.91,500.2,501.85,501.85,296430000
4/4/1995,501.85,505.26,501.85,505.24,505.24,330580000
4/5/1995,505.27,505.57,503.17,505.57,505.57,315170000
4/6/1995,505.63,507.1,505,506.08,506.08,320460000
4/7/1995,506.13,507.19,503.59,506.42,506.42,314760000
4/10/1995,506.3,507.01,504.61,507.01,507.01,260980000
4/11/1995,507.24,508.85,505.29,505.53,505.53,310660000
4/12/1995,505.59,507.17,505.07,507.17,507.17,327880000
4/13/1995,507.19,509.83,507.17,509.23,509.23,301580000
4/17/1995,509.23,512.03,505.43,506.13,506.13,333930000
4/18/1995,506.43,507.65,504.12,505.37,505.37,344680000
4/19/1995,505.37,505.89,501.19,504.92,504.92,378050000
4/20/1995,504.92,506.5,503.44,505.29,505.29,368450000
4/21/1995,505.63,508.49,505.63,508.49,508.49,403250000
4/24/1995,508.49,513.02,507.44,512.89,512.89,326280000
4/25/1995,512.8,513.54,511.32,512.1,512.1,351790000
4/26/1995,511.99,513.04,510.47,512.66,512.66,350810000
4/27/1995,512.7,513.62,511.63,513.55,513.55,350850000
4/28/1995,513.64,515.29,510.9,514.71,514.71,320440000
5/1/1995,514.76,515.6,513.42,514.26,514.26,296830000
5/2/1995,514.23,515.18,513.03,514.86,514.86,302560000
5/3/1995,514.93,520.54,514.86,520.48,520.48,392370000
5/4/1995,520.48,525.4,519.44,520.54,520.54,434990000
5/5/1995,520.75,522.35,518.28,520.12,520.12,342380000
5/8/1995,520.09,525.15,519.14,523.96,523.96,291810000
5/9/1995,523.96,525.99,521.79,523.56,523.56,361300000
5/10/1995,523.74,524.4,521.53,524.36,524.36,381990000
5/11/1995,524.33,524.89,522.7,524.37,524.37,339900000
5/12/1995,524.37,527.05,523.3,525.55,525.55,361000000
5/15/1995,525.55,527.74,525,527.74,527.74,316240000
5/16/1995,527.74,529.08,526.45,528.19,528.19,366180000
5/17/1995,528.19,528.42,525.38,527.07,527.07,347930000
5/18/1995,526.88,526.88,519.58,519.58,519.58,351900000
5/19/1995,519.58,519.58,517.07,519.19,519.19,354010000
5/22/1995,519.19,524.34,519.19,523.65,523.65,285600000
5/23/1995,523.65,528.59,523.65,528.59,528.59,362690000
5/24/1995,528.59,531.91,525.57,528.61,528.61,391770000
5/25/1995,528.37,529.04,524.89,528.59,528.59,341820000
5/26/1995,528.59,528.59,522.51,523.65,523.65,291220000
5/30/1995,523.65,525.58,521.38,523.58,523.58,283020000
5/31/1995,523.7,533.41,522.17,533.4,533.4,358180000
6/1/1995,533.4,534.21,530.05,533.49,533.49,345920000
6/2/1995,533.49,536.91,529.55,532.51,532.51,366000000
6/5/1995,532.51,537.73,532.47,535.6,535.6,337520000
6/6/1995,535.6,537.09,535.14,535.55,535.55,340490000
6/7/1995,535.55,535.55,531.66,533.13,533.13,327790000
6/8/1995,533.13,533.56,531.65,532.35,532.35,289880000
6/9/1995,532.35,532.35,526,527.94,527.94,327570000
6/12/1995,527.94,532.54,527.94,530.88,530.88,289920000
6/13/1995,530.88,536.23,530.88,536.05,536.05,339660000
6/14/1995,536.05,536.48,533.83,536.47,536.47,330770000
6/15/1995,536.48,539.07,535.56,537.12,537.12,334700000
6/16/1995,537.51,539.98,537.12,539.83,539.83,442740000
6/19/1995,539.83,545.22,539.83,545.22,545.22,322990000
6/20/1995,545.22,545.44,543.43,544.98,544.98,382370000
6/21/1995,544.98,545.93,543.9,543.98,543.98,398210000
6/22/1995,543.98,551.07,543.98,551.07,551.07,421000000
6/23/1995,551.07,551.07,548.23,549.71,549.71,321660000
6/26/1995,549.71,549.79,544.06,544.13,544.13,296720000
6/27/1995,544.11,547.07,542.19,542.43,542.43,346950000
6/28/1995,542.43,546.33,540.72,544.73,544.73,368060000
6/29/1995,544.73,546.25,540.79,543.87,543.87,313080000
6/30/1995,543.87,546.82,543.51,544.75,544.75,311650000
7/3/1995,544.75,547.1,544.43,547.09,547.09,117900000
7/5/1995,547.09,549.98,546.28,547.26,547.26,357850000
7/6/1995,547.26,553.99,546.59,553.99,553.99,420500000
7/7/1995,553.9,556.57,553.05,556.37,556.37,466540000
7/10/1995,556.37,558.48,555.77,557.19,557.19,409700000
7/11/1995,556.78,557.19,553.8,554.78,554.78,376770000
7/12/1995,555.27,561.56,554.27,560.89,560.89,416360000
7/13/1995,560.89,562,559.07,561,561,387500000
7/14/1995,561,561,556.41,559.89,559.89,312930000
7/17/1995,560.34,562.94,559.45,562.72,562.72,322540000
7/18/1995,562.55,562.72,556.86,558.46,558.46,372230000
7/19/1995,556.58,558.46,542.51,550.98,550.98,489850000
7/20/1995,550.98,554.43,549.1,553.54,553.54,383380000
7/21/1995,553.34,554.73,550.91,553.62,553.62,431830000
7/24/1995,553.62,557.21,553.62,556.63,556.63,315300000
7/25/1995,556.63,561.75,556.34,561.1,561.1,373200000
7/26/1995,561.1,563.78,560.85,561.61,561.61,393470000
7/27/1995,561.61,565.33,561.61,565.22,565.22,356570000
7/28/1995,565.22,565.4,562.04,562.93,562.93,311590000
7/31/1995,562.93,563.49,560.06,562.06,562.06,291950000
8/1/1995,562.06,562.11,556.67,559.64,559.64,332210000
8/2/1995,559.64,565.62,557.87,558.8,558.8,374330000
8/3/1995,558.8,558.8,554.1,558.75,558.75,353110000
8/4/1995,558.75,559.57,557.91,558.94,558.94,314740000
8/7/1995,558.94,561.24,558.94,560.03,560.03,277050000
8/8/1995,560.03,561.53,558.32,560.39,560.39,306090000
8/9/1995,560.39,561.59,559.29,559.71,559.71,303390000
8/10/1995,559.71,560.63,556.05,557.45,557.45,306660000
8/11/1995,557.45,558.5,553.04,555.11,555.11,267850000
8/14/1995,555.11,559.74,554.76,559.74,559.74,264920000
8/15/1995,559.74,559.98,555.22,558.57,558.57,330070000
